C|135140|39|M|Tobias Hägglund|39 år, Handelspolitiskt sakkunnig, Uppsala
C|133579|74|M|Anders Karlberg|74 år, F d. kyrkojurist, Uppsala
C|135142|67|K|Margareta Fernberg|67 år, Projektledare, Uppsala
C|135143|47|M|Jukka Saario|47 år, Entreprenör, Uppsala
C|135144|29|M|Michael Holtorf|29 år, Studerande, Uppsala
C|132927|58|K|Hélène Brodin Rheindorf|58 år, Chefssekreterare, Uppsala
C|135146|22|M|Carl Filip Trolle Hjälte|22 år, Agronomie stud., Uppsala
C|133576|25|M|Adrian Ribbing|25 år, Studerande, Uppsala
C|135148|57|K|Åse Karlsson|57 år, Egen företagare, Uppsala
C|133583|67|M|Peter Eklund|67 år, Civilingenjör, Uppsala
C|133562|27|K|Amanda Skårner|27 år, Juriststuderande, Uppsala
C|135151|39|M|Mohammad Jashim Uddin|39 år, Företagare, Uppsala
C|135152|50|M|Fredrik Björkman|50 år, Officer, Uppsala
C|135153|72|K|Gunilla Söderman|72 år, Lärare, Uppsala
C|135154|40|M|Mats Wurmbach|40 år, IT-specialist, Uppsala
C|135156|64|M|Martin Talay|64 år, Marknadsekonom, Uppsala
C|135157|42|M|Johan Blomqvist|42 år, El-projektör, Uppsala
C|135158|40|K|Maris Rasul|40 år, Tjänsteman, Uppsala
C|133574|57|M|Diderick Velthoen|57 år, Miljöjurist, Uppsala
C|135160|51|M|Ulf Åström|51 år, Banktjänsteman, Uppsala
C|395850|28|M|Aeona Faramond|28, Personlig assistent
C|395851|25|K|Elin Andersson|25, Uppsala
C|395852|30|M|Fredrik Appelkvist|30, Kulturentusiast
C|136073|28|M|Simon Alm|28, regionråd, Uppsala
C|136074|28|M|David Perez|Civilekonom, Uppsala
C|136075|40|K|Lisen Burmeister|Fil.kand Biologi, Uppsala
C|136076|22|K|Linnea Bjuhr|22, politisk sekreterare, Uppsala
C|136077|18|K|Rebecka Tyrheim|18, student, Uppsala
C|136078|72|M|Anders Sehlin|72, f.d. it-manager, Uppsala
C|136079|52|M|Roger Thelander|52, företagare, Uppsala
C|136080|54|M|Knut Godskesen|54, översättare, Uppsala
C|136081|24|M|Alexander von Uckermann|24, personalvetare, Uppsala
C|136082|29|M|Simon Pettersson|29, frilansjournalist, Uppsala
C|136083|43|M|Kent Kumpula|43, entreprenör, Uppsala
C|136084|47|M|Torbjörn Westerlund|Universitetslektor, Uppsala
C|136085|67|M|Jan Jansson|67, f.d. försäkringsförmedlare, Uppsala
C|136086|64|M|Mike Tutsch|64, officer, Uppsala
C|136087|25|K|Nora Svenonius|25, vårdbiträde, Uppsala
C|136088|26|M|Ivan Alm|26, fastighetsskötare, Gränby
C|136089|41|M|Bennie Bergkvist|41, besiktningstekniker, Uppsala
C|136090|72|M|Tommy Larsson|72, ingenjör, Uppsala
C|136091|53|M|Reio Roosi|53, VD, Uppsala
C|136092|57|K|Jasmine Bengtsar|56, redovisningsekonom, Knutby
C|136093|25|M|Haroon Bayani|25, student, Uppsala
C|136094|68|K|Christina Säfström|68, skötare, Nyby
C|136095|50|K|Anneli Persson|50, arbetshandledare, Sävja
C|136096|63|M|Christer Olsson|Tandläkare, Uppsala
C|136097|61|M|Thomas Kindström|61, officer, Uppsala
C|136098|79|K|Inga Britt Hedlund|79, entreprenör, Uppsala
C|136099|48|M|Johan Andersson|48, student, Uppsala
C|136100|20|M|Kim Holmberg|20, markarbetare, Vattholma
C|136101|52|M|Niklas Ernstedt|52, styckmästare, Uppsala
C|136102|66|M|Börje Wängelin|66, tekniker, Uppsala
C|136103|69|M|Jan-Olov Råman|69, civilekonom, Uppsala
C|136104|28|M|Oscar Haglund|28, operatör, Uppsala
C|136105|31|M|Joakim Zetterström|31, systemkonsult, Uppsala
C|136106|54|M|Peter Thun|54, miljöarbetare, Uppsala
C|136108|55|M|Tommy Öhlund|55, personalhanterare, Kvarngärdet
C|136109|61|M|Peter Bytar|61, fastighetsmäklare, Uppsala
C|136110|44|M|Magnus Törne|44, tryckare, Fålhagen
C|490652|29|M|Henrik Gustavsson|lärare, Uppsala
C|490653|28|M|Sahand Feyzi|bilmekaniker, Uppsala
C|490654|30|M|Patrik Lindh|trädgårdsmästare, Uppsala
C|490655|65|M|Kurt Sörensen|pensionär
C|490656|62|K|Marina Weilguni|översättare, Uppsala
C|490657|31|M|Johannes Ståhlnacke|lärare
C|490658|23|M|Filip Sörensen|butiksarbetare
C|490659|22|M|Alexander Patris|sjuksköterska
C|490660|30|M|Fredrik Gustafsson|boendestödjare
C|490661|29|M|Andreas Sörensen|partiordförande, Uppsala
C|395756|40|M|Tobias Smedberg|40, småföretagare, Uppsala
C|395757|38|K|Hanna Victoria Mörck|38, affärsutvecklare, Innerstaden
C|395758|41|K|Karolin Lundström|40, socialsekreterare, Uppsala
C|395759|60|M|Torbjörn Björlund|60, fritidspedagog, Rosendal
C|395760|53|M|Edip Akay|52, barnskötare/modermålspedagog, Gottsunda
C|395761|63|K|Ingela Ekrelius|63, undersköterska, Ekeby
C|395762|27|M|Magne Björklund|27, studerande, Kåbo
C|395763|47|K|Therese Rhann|46, projektledare, Uppsala
C|395764|62|M|Lalla Andersson|62, förskollärare, Hågaby
C|395765|47|K|Marlene Larsson|47, undersköterska, Uppsala
C|395766|46|M|Florian Burmeister|45, översättare, Nybygård
C|395767|67|K|Anette Fisher|67, agronom, Luthagen
C|395768|72|M|Per-Olof Forsblom|71, pensionär/ fd socialchef, Gottsunda
C|395769|60|M|Andrea Karnekvist|59, undersköterska, Vattholma
C|395770|20|M|Artemis Lumarker|20, studerande, Innerstaden
C|395771|18|K|Milo Häggkvist|18, studerande, Kvarnbo
C|395772|31|M|Daniel Rogozinski|31, lärare, Uppsala
C|395773|43|K|Alexandra Valdez|43, pedagog/fackligt aktiv, Uppsala
C|395774|63|M|Per Ström|63, socialchef/leg sjukgymnast, Uppsala
C|395775|63|K|Aynur Beydogan|63, lokalvårdare/kontaktperson, Uppsala
C|395776|30|M|Philip Wargert|30, industriarbetare, Uppsala
C|395777|38|K|Anna Bergström|38, lokförare/fackligt aktiv, Årsta
C|395778|42|K|Veronica Grohs|41, boendeassistent LSS/fackligt förtroendevald, Sävja
C|395779|51|K|Carola Carlsson|51, studerande/busschaufför, Alunda
C|395780|37|M|Salam Kadirzada|36, Gottsunda
C|395781|20|K|Michelle Andersson Thatal|19, studerande, Storvreta
C|395782|64|K|Monica Lindgren Petersson|64, uppdragsstrateg, Ekeby
C|395783|42|M|Ali Akis|41, sociolog/poet, Innerstaden
C|395784|42|M|Tobias Nordqvist|42, statistiker, Uppsala
C|395785|51|M|Börje Lindblom|51, tidningsbud, Luthagen
C|395786|70|M|Gunnar Kullgren|69, pensionerad professor/överläkare, Almunge
C|395787|45|K|Javiera Cifuentes|45, administratör, Ekeby
C|395788|71|M|Kjell Haglund|70, pensionär, Järlåsa
C|395789|37|K|Alexandra D'Urso|37, pedagogisk utvecklare, Nyby
C|395790|43|K|Lisa Skiöld|43, lokalt barnombud, Uppsala
C|395791|64|K|Pia Sandqvist|64, socionom, Luthagen
C|395792|67|M|Carl Åborg|66, leg. psykolog, Innerstaden
C|395793|32|K|Anja Karinsdotter|32, kurator, Uppsala
C|395794|59|K|Nadja Boucheloukh|59, förskollärare, Gottsunda
C|395795|60|M|Martin Holmberg|60, studievägledare, Stenhagen
C|395796|60|M|Thorsten Rehn|59, utredare, Gamla Uppsala
C|395797|66|K|Ingrid Nordlander|65, pensionär, Luthagen
C|395798|38|K|Tove Fraurud|38, lärare, Uppsala
C|395799|66|M|Lennart Larsson|65, universitetslektor, Gränby
C|395800|70|K|Anna-Lena Mehlstrand|69, pensionär/studievägledare, Luthagen
C|395801|60|K|Ulla-Stina Claesson|60, förskollärare, Norby
C|395802|61|K|Karin Bennemo|61, undersköterska, Innerstaden
