T|Göteborg
A|2|201221|201222|201223|200507|201225|201226|201227|201228|200506|201230|201231|200521|201233|201234|201235|201236|200512|201238|200520|201240|201241|201242|200514|201244|201245|201246|201247|201248|201249|201250|200518|201252|201253|201254|200508|200513|201257|201258|201259|201260|201261|201262|201263|200519|201265|200515|201267|201268|201269|201270|201271|201272|201273|201274|201275|201276|201277|201278|201279|201280|201281|201282|201283|201284|201285|201286|201287|201288|201289|201290|201291|202666
A|4|1888|36656|36657|1882|36659|36660|36661|36662|36663|36664|36666|36667|36668|36669|36670|36671|36672|6159|36674|36675|36676|36677|36678|36679|36680|36681|36682|36683|36684|36685|36686|36687|36688|36689
A|1297|281046|281047|281048|281049|281050|281051|281052|281053|281054|281055|281056|281057|281058|281059|281060|281061|281062|281063|281064|281065|281066|281067|281068|281069|281070|281071|281072|281073|281074
A|1150|365282|514817
A|1136|469730|469731|469732|469733
A|532|188461|219308|185389|188425|276374|276375|219336|219296|276415|276488|276489|276490|276491|219337|276555|276556|276557|276558|276559|276560|276561
A|638|515695
C|255751|24|K|Sofie Bichler|24, Logistiker
C|254013|44|K|Monika Beiring|44, Personalvetare
C|255753|55|K|Margareta Broang|55, Småföretagare
C|255754|50|M|Peter Mattiasson|50, IT-konsult
C|255755|45|M|Magnus Nylander|45, Jurist - rådman
C|255756|66|K|Lena Olinder|66, Aukt. Redovisningskonsult
C|242940|55|M|Henrik Sjöstrand|55, Brandman
C|255758|28|K|Judith Nielsen|28, Group Controller
C|255759|41|M|Rickard Eriksson|41, Advokat
C|255760|53|K|Christina Hjort Bröndt|53, Administratör
C|255761|76|K|Britt Olsson|76, F.d. Rektor/Pensionär
C|255762|46|K|Lena Ferm|46, Ekonom
C|255763|36|K|Elin Chorzynski|36, Förskolechef
C|255764|38|M|Börje Nilsson|38, Marknadsförare/Kommunikatör
C|255765|55|K|Helena Lidh|55, Egenföretagare
C|255766|34|M|Johan Löfgren|34, Lärare/Civilingenjör
C|242934|24|M|Gustaf Göthberg|24, Studerande
C|255768|45|K|Doa Al-Kattan|45, Specialist i Allmänmedicin
C|255769|47|M|Henrik Ryberg|47, Sjukhuskemist
C|255770|64|M|Anders Hyllander|64, Pensionerad Officer/Major
C|255771|31|M|Jonas Berg|31, Politisk sekreterare
C|255772|28|M|Mathias Wrångelin|28, Civilekonom
C|242942|36|M|Fredrik Biörnerud|36, Finansiell rådgivare
C|255774|57|K|Christina Backman|57, Konsult/styrelseproffs
C|255775|57|M|Sverker Cassberg|57, Fastighetsmäklare
C|255776|59|M|Lars Lorentzon|59, Ekonom
C|255777|40|K|Erjola Pere Poci|40, Ekonom
C|255778|68|M|Olof Ström|68, Företagare
C|255780|39|M|Emmanuel Ay|39, IT-Entreprenör
C|255781|48|M|Joakim Dahl|48, Affärsutvecklare
C|255782|61|M|Lars O Carlsson|61, Göteborgsförfattare
C|255783|53|M|Johan Gente|53, Affärsområdeschef
C|255784|52|K|Eva Garbacka Jansson|52, Bussförare
C|255786|21|M|Hugo Boccara|21, Student
C|255787|61|M|Kenneth Bernting|61, Egenföretagare
C|255788|29|M|Daniel Brath|29, Supervisor
C|255789|19|M|Zagros Hama|19, Studerande
C|395217|45|M|Magnus Andersson|45, Göteborg
C|395220|49|M|Stefan Roudén|49, Göteborg
C|395221|32|M|Christoffer Olssson|32, lärare
C|395222|23|M|Magnus Hulterström|23, IT-konsult
C|395223|29|M|Francisco Blas Izquierdo Riera|29, IT-säkerhetskonsult
C|395219|60|M|Jacob Hallén|60, Göteborg
C|275100|35|M|Kristofer Lundberg|lokalredaktör Offensiv, 35 år
C|275101|26|K|Minela Mahmutovic|socionom, 26 år
C|275102|33|M|Johannes Lundberg|teamledare, 33 år
C|275103|31|K|Sara Juaniquina Berlin|stationsvärd, 31 år
C|275104|30|M|Amer Mohammed Ali|ordf. RS Väst, 30 år
C|275105|44|K|Christel Rosengren|hemsjukvårdare, 44 år
C|275106|52|M|Patrik Hooghwinkel|butiksanställd, 52 år
C|275107|53|K|Jemila Hussen|vårdbiträde, 53 år
C|275108|28|M|Jir Kahraman|socialpedagog, 28 år
C|275109|44|K|Laura Betancourth|stödassistent, 44 år
C|275110|28|M|Ari Amin|ungdomsledare, 28 år
C|275111|58|K|Anna-Lena Norberg|bussförare, 58 år
C|275112|35|M|Jimmy Lied|personlig assistent, 35 år
C|312897|34|M|Joel Eriksson|badmästare, 34 år
C|275113|63|K|Carmen Broberg|förskolelärare, 63 år
C|275114|36|M|Joakim Berlin|industriarbetare, 36 år
C|275115|21|K|Linnea Wimmer|arbetssökande, 21 år
C|275116|59|M|Morad Shekhanzai|pensionär, 59 år
C|275117|35|K|Derya Areb|vårdbiträde, 35 år
C|275118|54|M|Reza Yekezare|taxiförare, 54 år
C|126755|45|M|Jörgen Fogelklou|Politisk sekreterare, Göteborg
C|126756|55|M|Björn Tidland|Civilingenjör, Göteborg
C|126757|42|M|Jimmy Ståhl|Hamnarbetare, Göteborg
C|126758|28|K|Pernilla Börjesson|Student, Göteborg
C|126759|36|M|Karl Robbjens|Språkvetare, Göteborg
C|126760|48|K|Agneta Kjaerbeck|Butikssäljare, Göteborg
C|126761|49|M|Christer Hätting|
C|126762|68|K|Yvonne Stafrén|Konsult, Göteborg
C|126763|48|M|Andreas Holmlund|Företagsledare, Göteborg
C|126764|24|M|Rasmus Ragnarsson|Statsvetare, Göteborg
C|126765|66|K|Krista Femrell|Anestesisjuksköterska, Göteborg
C|126766|24|M|Alexander Berggren|Högskolestudent, 24, Göteborg
C|126767|46|M|Marcus Lüthje|Miljötekninker, 46, Göteborg
C|126768|48|K|Anna Silvén|Väktare, 47, Göteborg
C|126769|54|M|Håkan Lösnitz|Tolk, Göteborg
C|126770|32|M|Robert Nyström|Ingenjör, Göteborg
C|126771|77|M|Björn Watz|Ingenjör, 76, Göteborg
C|126772|50|M|Stefan Dahlén|Fil.Kand,50,Gunnilse
C|126773|23|M|Finn Lundström|VD, 22, Göteborg
C|126774|68|M|Per-Håkan Eklund|Egenföretagare, 67, Göteborg
C|126775|57|M|Peter Wennerholm|Systemutvecklare, 57, Göteborg
C|126776|46|K|Martina Lundquist|Undersköterska, 46, Västra frölunda
C|126777|61|M|Leif Lindblom|Spec. Sjuksköterska, 60, Göteborg
C|126778|49|M|Lars Lindroth|Försäkringstjänsteman, 48, Göteborg
C|126779|66|K|Eleonore Gren|Jurist, 66, Göteborg
C|126780|31|M|Jakob Viebke|Högskoleingenjör, 30, Torslanda
C|126781|59|M|Peter Ekberg|IT-Konsult, 59, Göteborg
C|126782|44|K|Veronica Oxklint|Lärare, 44, Göteborg
C|126783|52|M|Bengt Hansves|Fil. Mag, 52, Torslanda
C|126784|35|M|Rolands Saniks|Försäljare, 35, Torslanda
C|126785|70|M|Grigori Rozenblioum|Professor Emeritus, 69, Göteborg
C|126786|57|K|Sylvia Håkansson|Ekonomiadministratör, 57, Göteborg
C|126787|61|M|Lars-Åke Nilsson|Civilekonom, 60, Hovås
C|126788|70|M|Arne Steen|Pensionär, 70, Askim
C|126790|49|M|Richard Devcic|IT-Konsult, 49, Göteborg
C|126791|71|M|Lennart Willemoth|Pensionär, 71, Västra Frölunda
C|126792|56|M|Mikael Sjökvist|Tekniker, 56, Hisings Backa
C|126793|76|K|Jutta Kjaerbeck|Pensionär, 75, Göteborg
C|126794|50|M|Roger Andrén|Riggoperatör, 50, Göteborg
C|126795|63|K|Marie Strannerdahl|Servitris, 63, Göteborg
C|126796|51|M|Olle Hagberg|Socionom, 50, Göteborg
C|126797|63|M|Leslie Thorén|Ekonom, 62, Göteborg
C|126798|64|M|Dennis Josefsson|Fotograf, 64, Västra Frölunda
C|126799|69|K|Anna Borgström|Statsvetare, 68, Göteborg
C|126800|62|M|Bengt Rehn|Bussförare, 62, Angered
C|126801|67|M|Bernt Gustafsson|Pensionär, 66, Västra Frölunda
C|59828|47|K|Katarina Andersson|Tågmästare, 47, Göteborg
C|126803|50|M|Michael Olsson|Sjuksköterska, 49, Hisings backa
C|126804|34|M|Lars Blomberg|Styrman, 35, Västra Frölunda
C|126805|38|M|David Larsson|Pensionär, 38, Göteborg
C|126807|53|K|Eva Olsson|53, Göteborg
C|126808|67|M|Jan Hermfelt|66, Göteborg
C|126809|54|K|Jill Olofsson|53, Västra Frölunda
C|126810|64|M|Leif Grönstedt|64, Göteborg
C|126811|38|M|Andreas Hilding|Underhållstekniker, 38, Torslanda
C|6167|62|M|Danny Raucci|
C|188426|72|M|Claes Westberg|72 år Västra Frölunda
C|188427|51|K|Catarina Pettersson|51 år Önnered
C|188428|30|M|Martin Forsell|30 år Lunden
C|188429|60|K|Marie-Louise Bergström|60 år Lundby
C|188430|43|M|Theo Papaioannou|43 år Hisings Backa
C|188431|38|K|Carita Jansson Tsiantes|39 år Landala
C|188432|40|M|Anders Torwald|40 år Hisings Backa
C|188433|41|K|Frida Westler|41 år Haga
C|188434|70|M|Ove Bregeus|70 år Långedrag
C|188435|55|M|Roger Andersson|55 år Centrum
C|188436|43|M|Carl Heldtander|43 år Johanneberg
C|91951|78|M|Henry Törnqvist|Företagsekonom, Medborgarpartiet Göteborg
C|188438|46|M|Lars Andréasson|46 år Västra Frölunda
C|188439|71|M|Bertil Zetherström|71 år Billdal
C|188440|64|M|Göran Brink|64 år Hisings Backa
C|188441|26|K|Maria Berjaoui|27 år Majorna
C|188442|69|M|Olle Noord|69 år Haga
C|188443|55|M|Anders Åkvist|55 år Örgryte
C|188444|51|K|Eva Smedberg|50 år Lundby
C|188445|69|K|Anna-Karin Johnson Saner|68 år Johanneberg
C|188446|64|M|Peter Forsell|64 år Askim
C|188447|57|M|Håkan Andersson|57 år Majorna
C|188448|37|M|Joakim Eriksson|37 år Kortedala
C|188449|59|K|Mona Jonasson|60 år Johanneberg
C|188450|49|M|James Holming|50 år Johanneberg
C|188451|66|K|Lisbeth Heneborn-Krantz|66 år Centrum
C|188452|61|M|Tommy Fransson|61 år Lundby
C|188453|34|M|Bengt Vänerhall|34 år Lundby
C|188454|55|M|Anders Börjesson|55 år Önnered
C|188455|66|M|Thomas Sahlmén|66 år Hisings Backa
C|188456|72|K|Anne-Catrine Heldtander|72 år Örgryte
C|188457|56|K|Annica Melander|56 år Örgryte
C|188458|74|K|Helene Gustavsson|74 år Hisings Backa
C|188459|78|M|Jan Kopperud|78 år Hisings Backa
C|188460|67|M|Kent Mattsson|67 år Säve
C|139240|35|M|Daniel Bernmar|Kommunalråd, 35 år, Björkekärr
C|139241|54|K|Bettan Andersson|Behandlingassistent, 54 år, Redbergslid
C|139242|41|K|Jenny Broman|Grundskollärare, 42 år, Stigberget
C|139243|42|M|Mikael Wallgren|Trafikledare Taxi, 42 år, Backa
C|94380|65|K|Gertrud Ingelman|Gymnasielärare, 65 år, Masthugget
C|139245|33|M|Håkan Eriksson|Handläggare, 33 år, Norra Biskopsgården
C|94367|35|K|Hanna Klang|Bartender, 34 år, Stigberget
C|139180|42|M|Johan Zandin|Programmerare, 42 år, Guldheden
C|94370|42|K|Johanna Eliasson|Handläggare, 42 år, Kålltorp
C|94366|29|M|Tony Haddou|Regional Samordnare, 29 år, Rambergsstaden
C|139250|36|K|Helen Edenryd|Socialsekreterare, 35 år, Norra Kortedala
C|139251|49|M|Erik Norén|Student, 49 år, Rambergsstaden
C|94372|29|K|Frida Tånghag|Kock, 29 år, Södra Kortedala
C|139253|58|M|Urban Junevik|Fastighetsskötare, 58 år, Ängås
C|139254|36|K|Sara Carlsson Hägglund|Skolkurator, 36 år, Rambergsstaden
C|94369|43|M|Finn Hellman|Journalist, 43 år, Majorna
C|139165|29|K|Louise Jeppson|Doktorand, 29 år, Björkekärr
C|139167|69|M|José Arévalo|Pensionerad Undersköterska, 69 år, Gamlestaden
C|139177|41|K|Sara Lindalen|Lärare, 41 år, Kvillebäcken
C|139048|44|K|Yasmine Posio|Stödassistent, 44 år, Länsmansgården
C|94375|38|M|Jesper Berglund|Högstadielärare, 38 år, Backa
C|94374|65|K|Yvonne Palm|Förskollärare, 64 år, Linnarhult
C|139278|31|M|Gustav Landström|Spårvagnsförare, 31 år, Landala
C|94373|33|M|Christian Forsman|Bartender, 34 år, Majorna
C|139280|22|K|Aftab Soltani|Projektledare, 22 år, Södra Biskopsgården
C|94378|31|K|Mia Sundkvist|Skolkurator, 31 år, Södra Biskopsgården
C|94382|39|M|Daniel Carlenfors|Bostadspolitisk Aktivist, 40 år, Högsbohöjd
C|139283|40|K|Mia Mårtensson|Utbildningsadministratör, 40 år, Guldheden
C|94379|33|M|Patrik Helgeson|Lärare, 33 år, Södra Biskopsgården
C|139285|52|K|Homeira Tari|Ungdomshandledare, 52 år, Backa
C|139175|34|M|Robert Karlsson|Hamnarbetare, 35 år, Nolered
C|94368|39|K|Monika Djurner|Sjuksköterska, 39 år, Kyrkbyn
C|139319|53|K|Candan Gürcan|Förskollärare, 53 år, Kannebäck
C|139320|31|M|Martin Fahlén|Metallarbetare, 31 år, Landala
C|139321|36|K|Moa Lindh|Byggsamordnare, 36 år, Hammarkullen
C|139322|26|M|John Edström|Kommunikatör, 26 år, Kvillebäcken
C|139179|37|K|Emily Muthén|Förbundssamordnare, 37 år, Bagaregården
C|139324|80|K|Ingbritt Holst|Pensionerad Barnskötare, 80 år, Grevegården
C|139325|65|K|Lena Hammarström|Pensionär, 65 år, Önnered
C|139326|72|M|Bengt Bivall|Pensionär, 71 år, Skälltorp
C|139327|36|K|Adriana Aires|Programmerare, 36 år, Skälltorp
