[[1130   98   31]
 [ 722  825   25]
 [ 657  915   14]
 [ 196  387   23]
 [ 172  986   22]
 [1419  837   16]
 [1308  781   23]
 [1093  674   12]
 [ 712  708   21]
 [1117  808   17]
 [ 293  510   13]
 [ 961 1002   23]
 [ 457  760   16]
 [ 968  177   12]
 [ 239 1220    9]
 [ 665  570   15]
 [ 673  807   21]
 [1234  733   11]
 [ 344  554   18]
 [ 666  159    9]
 [ 647  549   13]
 [ 545  235   13]
 [ 189  934    8]
 [1380  775    6]]
